Genome_ID,Species,Chemotype,Toxin_System,Strain,Chromosome_or_Contig,Locus_ID,Locus_class,Genes,Locus_start,Locus_end,Locus_length_bp,Extract_start,Extract_end,Extract_length_bp,Flank_bp,Genome_fasta,Output_fasta
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,,CP099493.1,GCA_050916195.1|CP099493.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4693479,4702084,8606,4688479,4707084,18606,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_050916195.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_050916195.1_CP099493.1_TRI101_locus_4688479_4707084.fna
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,,CP099493.1,GCA_050916195.1|CP099493.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5454195,5479208,25014,5449195,5484208,35014,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_050916195.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_050916195.1_CP099493.1_core_TRI_cluster_5449195_5484208.fna
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,,CP099494.1,GCA_050916195.1|CP099494.1|L1,TRI1_TRI16_locus,TRI1,436937,438690,1754,431937,443690,11754,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_050916195.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_050916195.1_CP099494.1_TRI1_TRI16_locus_431937_443690.fna
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,,CM122890.1,GCA_051903665.1|CM122890.1|L1,TRI1_TRI16_locus,TRI1,345129,346881,1753,340129,351881,11753,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_051903665.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_051903665.1_CM122890.1_TRI1_TRI16_locus_340129_351881.fna
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,,CM122891.1,GCA_051903665.1|CM122891.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4691085,4699699,8615,4686085,4704699,18615,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_051903665.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_051903665.1_CM122891.1_TRI101_locus_4686085_4704699.fna
GCA_051903665.1,Fusarium graminearum,Not reported ,TRI,,CM122891.1,GCA_051903665.1|CM122891.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5497267,5524862,27596,5492267,5529862,37596,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_051903665.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_051903665.1_CM122891.1_core_TRI_cluster_5492267_5529862.fna
GCA_052857265.1,Fusarium equiseti,Not reported ,TRI,,JAOANM010000002.1,GCA_052857265.1|JAOANM010000002.1|L1,TRI101_locus,"TRI22,TRI101",467973,476350,8378,462973,481350,18378,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_052857265.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_052857265.1_JAOANM010000002.1_TRI101_locus_462973_481350.fna
GCA_054553065.1,Fusarium cerealis,NIV,TRI,,CM137277.1,GCA_054553065.1|CM137277.1|L1,TRI1_TRI16_locus,TRI1,11550678,11552431,1754,11545678,11557431,11754,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_054553065.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_054553065.1_CM137277.1_TRI1_TRI16_locus_11545678_11557431.fna
GCA_054553065.1,Fusarium cerealis,NIV,TRI,,CM137278.1,GCA_054553065.1|CM137278.1|L1,core_TRI_cluster,"TRI14,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI7,TRI8",3516325,3543776,27452,3511325,3548776,37452,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_054553065.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_054553065.1_CM137278.1_core_TRI_cluster_3511325_3548776.fna
GCA_054553065.1,Fusarium cerealis,NIV,TRI,,CM137278.1,GCA_054553065.1|CM137278.1|L2,TRI101_locus,"TRI101,TRI201,TRI22",4308764,4317345,8582,4303764,4322345,18582,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_054553065.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_054553065.1_CM137278.1_TRI101_locus_4303764_4322345.fna
GCA_900007375.1,Fusarium venenatum,NP,TRI ,,LN649229.1,GCA_900007375.1|LN649229.1|L1,TRI1_TRI16_locus,TRI16,235907,237351,1445,230907,242351,11445,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900007375.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_900007375.1_LN649229.1_TRI1_TRI16_locus_230907_242351.fna
GCA_900007375.1,Fusarium venenatum,NP,TRI ,,LN649230.1,GCA_900007375.1|LN649230.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4813654,4822069,8416,4808654,4827069,18416,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900007375.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_900007375.1_LN649230.1_TRI101_locus_4808654_4827069.fna
GCA_900007375.1,Fusarium venenatum,NP,TRI ,,LN649230.1,GCA_900007375.1|LN649230.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI13,TRI14",5604849,5631982,27134,5599849,5636982,37134,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900007375.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_900007375.1_LN649230.1_core_TRI_cluster_5599849_5636982.fna
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,,HG970332.2,GCA_900044135.1|HG970332.2|L1,TRI1_TRI16_locus,TRI1,291505,293259,1755,286505,298259,11755,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900044135.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_900044135.1_HG970332.2_TRI1_TRI16_locus_286505_298259.fna
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,,HG970333.1,GCA_900044135.1|HG970333.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4624670,4633278,8609,4619670,4638278,18609,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900044135.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCA_900044135.1_HG970333.1_TRI101_locus_4619670_4638278.fna
GCA_900044135.1,Fusarium graminearum,15-ADON,TRI,,HG970333.1,GCA_900044135.1|HG970333.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5392461,5419477,27017,5387461,5424477,37017,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900044135.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_900044135.1_HG970333.1_core_TRI_cluster_5387461_5424477.fna
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,,LT598659.1,GCA_900074845.1|LT598659.1|L1,TRI1_TRI16_locus,TRI1,347485,349238,1754,342485,354238,11754,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900074845.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCA_900074845.1_LT598659.1_TRI1_TRI16_locus_342485_354238.fna
GCA_900074845.1,Fusarium culmorum,3-ADON,TRI,,LT598660.1,GCA_900074845.1|LT598660.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5588614,5614290,25677,5583614,5619290,35677,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCA_900074845.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCA_900074845.1_LT598660.1_core_TRI_cluster_5583614_5619290.fna
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,,NC_026474.1,GCF_000240135.3|NC_026474.1|L1,TRI1_TRI16_locus,TRI1,282627,284381,1755,277627,289381,11755,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_000240135.3_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCF_000240135.3_NC_026474.1_TRI1_TRI16_locus_277627_289381.fna
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,,NC_026475.1,GCF_000240135.3|NC_026475.1|L1,core_TRI_cluster,"TRI14,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI8",6635631,6662647,27017,6630631,6667647,37017,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_000240135.3_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCF_000240135.3_NC_026475.1_core_TRI_cluster_6630631_6667647.fna
GCF_000240135.3,Fusarium graminearum,15-ADON,TRI,,NC_026475.1,GCF_000240135.3|NC_026475.1|L2,TRI101_locus,"TRI101,TRI201,TRI22",7421768,7430376,8609,7416768,7435376,18609,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_000240135.3_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCF_000240135.3_NC_026475.1_TRI101_locus_7416768_7435376.fna
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,,NC_031951.1,GCF_000303195.2|NC_031951.1|L1,TRI1_TRI16_locus,TRI1,249932,251686,1755,244932,256686,11755,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_000303195.2_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCF_000303195.2_NC_031951.1_TRI1_TRI16_locus_244932_256686.fna
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,,NC_031952.1,GCF_000303195.2|NC_031952.1|L1,TRI101_locus,"TRI22,TRI201,TRI101",4620172,4628764,8593,4615172,4633764,18593,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_000303195.2_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCF_000303195.2_NC_031952.1_TRI101_locus_4615172_4633764.fna
GCF_000303195.2,Fusarium pseudograminearum,3-ADON,TRI,,NC_031952.1,GCF_000303195.2|NC_031952.1|L2,core_TRI_cluster,"TRI8,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI14",5414651,5439867,25217,5409651,5444867,35217,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_000303195.2_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCF_000303195.2_NC_031952.1_core_TRI_cluster_5409651_5444867.fna
GCF_019609905.1,Fusarium poae,NIV,TRI,,NC_058399.1,GCF_019609905.1|NC_058399.1|L1,TRI1_TRI16_locus,TRI1,48396,50157,1762,43396,55157,11762,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_019609905.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCF_019609905.1_NC_058399.1_TRI1_TRI16_locus_43396_55157.fna
GCF_019609905.1,Fusarium poae,NIV,TRI,,NC_058400.1,GCF_019609905.1|NC_058400.1|L1,TRI101_locus,"TRI22,TRI101",5062118,5070577,8460,5057118,5075577,18460,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_019609905.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCF_019609905.1_NC_058400.1_TRI101_locus_5057118_5075577.fna
GCF_019609905.1,Fusarium poae,NIV,TRI,,NC_058400.1,GCF_019609905.1|NC_058400.1|L2,core_TRI_cluster,"TRI8,TRI7,TRI3,TRI4,TRI6,TRI5,TRI10,TRI9,TRI11,TRI12,TRI13,TRI14",5863037,5893215,30179,5858037,5898215,40179,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_019609905.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCF_019609905.1_NC_058400.1_core_TRI_cluster_5858037_5898215.fna
GCF_020744385.1,Fusarium flagelliforme,Not reported ,TRI,,NW_025763509.1,GCF_020744385.1|NW_025763509.1|L1,TRI101_locus,"TRI22,TRI101",614894,623242,8349,609894,628242,18349,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_020744385.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCF_020744385.1_NW_025763509.1_TRI101_locus_609894_628242.fna
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,,NC_139293.1,GCF_050947815.1|NC_139293.1|L1,core_TRI_cluster,"TRI14,TRI13,TRI12,TRI11,TRI9,TRI10,TRI5,TRI6,TRI4,TRI3,TRI7,TRI8",3756792,3783918,27127,3751792,3788918,37127,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_050947815.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/core_TRI_cluster/GCF_050947815.1_NC_139293.1_core_TRI_cluster_3751792_3788918.fna
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,,NC_139293.1,GCF_050947815.1|NC_139293.1|L2,TRI101_locus,"TRI101,TRI201,TRI22",4541598,4550114,8517,4536598,4555114,18517,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_050947815.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI101_locus/GCF_050947815.1_NC_139293.1_TRI101_locus_4536598_4555114.fna
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,,NC_139294.1,GCF_050947815.1|NC_139294.1|L1,TRI1_TRI16_locus,TRI16,58508,59554,1047,53508,64554,11047,5000,/mnt/beegfs/home/s486140/final_BGC/genomes/GCF_050947815.1_genomic.fna,/mnt/beegfs/home/s486140/final_BGC/results/extracted_loci/TRI1_TRI16_locus/GCF_050947815.1_NC_139294.1_TRI1_TRI16_locus_53508_64554.fna
