Genome_ID,Species,Chemotype,Toxin_System,Gene,Chromosome_or_Contig,Start,End,Strand,Multiple_hits_for_gene,Multiple_contigs_for_gene,Representative_HSP_count,Query_length,Query_covered_bp,Combined_query_coverage_percent,Weighted_percent_identity,Total_bitscore,Best_evalue
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI14,CP079829.1,3585848,3587016,-,False,False,2,1116,1116,100.0,99.01616279069768,2005,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI17,CP079831.1,3441677,3442432,-,False,False,1,756,756,100.0,99.074,1358,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI20,CP079831.1,3454610,3455307,+,False,False,1,749,698,93.1909212283044,99.713,1279,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI201,CP079829.1,4383806,4385123,-,False,False,2,1267,1267,100.0,98.73831309148265,2254,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI21,CP079831.1,3457910,3458736,-,False,False,1,827,827,100.0,99.879,1522,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI22,CP079829.1,4386671,4388345,+,False,False,1,1681,1681,100.0,99.34600000000002,3038,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI3,CP079829.1,3607023,3608615,-,False,False,3,1554,1393,89.63963963963964,92.03170638908828,1959,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI4,CP079829.1,3604159,3605901,+,False,False,4,1563,1563,100.0,97.1245284345048,2641,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI5,CP079829.1,3598294,3599484,-,False,False,2,1128,1128,100.0,95.65610460992907,1813,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI6,CP079829.1,3602345,3603001,-,False,False,1,657,657,100.0,96.804,1098,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI8,CP079829.1,3611459,3612795,+,False,False,1,1338,1338,100.0,98.954,2392,0.0
GCA_019343145.1,Fusarium graminearum,15-ADON,TRI,TRI9,CP079829.1,3595557,3595685,+,False,False,1,132,130,98.48484848484848,97.692,222,3.56e-58
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI1,CP087871.1,291505,293259,+,False,False,5,1539,1539,100.0,97.34282372002593,2625,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI10,CP087872.1,5407706,5409058,+,False,False,2,1263,1263,100.0,93.91768799368089,1912,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI101,CP087872.1,4630760,4633278,+,False,False,2,2469,2469,100.0,100.0,4564,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI11,CP087872.1,5410953,5412693,-,False,False,1,1722,1722,100.0,84.162,1663,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI12,CP087872.1,5413251,5415227,-,False,False,3,1872,1872,100.0,100.0,3459,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI14,CP087872.1,5418308,5419477,+,False,False,2,1116,1116,100.0,100.0,2066,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI17,CP087873.1,3547259,3548014,-,False,False,1,756,756,100.0,100.0,1397,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI20,CP087873.1,3560333,3561033,+,False,False,1,749,701,93.59145527369826,100.0,1295,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI201,CP087872.1,4628036,4629405,+,False,False,3,1267,1267,100.0,100.0,2346,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI21,CP087873.1,3563646,3564439,-,False,False,1,827,794,96.00967351874245,100.0,1467,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI22,CP087872.1,4624670,4626488,-,False,False,3,1681,1681,100.0,100.0,3113,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI3,CP087872.1,5396677,5398444,+,False,False,4,1554,1517,97.61904761904762,92.33303014416775,2172,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI4,CP087872.1,5399398,5401139,-,False,False,4,1563,1563,100.0,100.0,2892,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI5,CP087872.1,5405852,5407038,+,False,False,2,1128,1128,100.0,100.0,2085,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI6,CP087872.1,5402308,5402964,+,False,False,1,657,657,100.0,96.499,1086,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI8,CP087872.1,5392461,5393798,-,False,False,1,1338,1338,100.0,100.0,2471,0.0
GCA_020991245.1,Fusarium graminearum,15-ADON,TRI,TRI9,CP087872.1,5409654,5409785,-,False,False,1,132,132,100.0,100.0,244,7.98e-65
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI1,CP088257.1,438493,440246,+,False,False,5,1539,1539,100.0,97.53738107582632,2642,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI10,CP088258.1,5473983,5475329,+,False,False,2,1263,1263,100.0,93.91768799368089,1912,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI101,CP088258.1,4701735,4704251,+,False,False,2,2469,2467,99.91899554475496,97.1645860672337,4173,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI11,CP088258.1,5477301,5479041,-,False,False,1,1722,1722,100.0,84.677,1712,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI12,CP088258.1,5479658,5481594,-,False,False,3,1797,1797,100.0,91.94890560799556,2521,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI14,CP088258.1,5484939,5486107,+,False,False,2,1116,1116,100.0,99.55284794275491,2038,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI17,CP088259.1,3579909,3580665,-,False,False,1,756,756,100.0,99.604,1380,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI20,CP088259.1,3592957,3593654,+,False,False,1,749,698,93.1909212283044,99.427,1267,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI201,CP088258.1,4699000,4700369,+,False,False,3,1267,1267,100.0,99.29061780929867,2295,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI21,CP088259.1,3596271,3597064,-,False,False,1,827,794,96.00967351874245,99.118,1428,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI22,CP088258.1,4695646,4697458,-,False,False,3,1681,1681,100.0,98.99096023738873,3014,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI3,CP088258.1,5462694,5464456,+,False,False,4,1554,1519,97.74774774774775,91.20498110749186,2087,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI4,CP088258.1,5465622,5467363,-,False,False,4,1563,1563,100.0,96.872842373963,2621,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI5,CP088258.1,5472125,5473304,+,False,False,2,1128,1128,100.0,94.94688120567375,1768,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI6,CP088258.1,5468534,5469190,+,False,False,1,657,657,100.0,95.897,1064,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI7,CP088258.1,5460472,5461894,+,False,False,2,1398,1378,98.56938483547926,81.34509110629067,1111,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI8,CP088258.1,5458486,5459820,-,False,False,1,1338,1338,100.0,88.042,1581,0.0
GCA_025258505.1,Fusarium asiaticum,NIV,TRI,TRI9,CP088258.1,5475928,5476059,-,False,False,1,132,132,100.0,99.242,239,3.74e-63
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI1,CP126884.1,312406,314158,+,False,False,5,1539,1539,100.0,97.86119896305897,2670,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI10,CP126885.1,5517836,5519185,+,False,False,2,1263,1252,99.12905779889152,94.56905591054313,1937,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI101,CP126885.1,4702023,4704539,+,False,False,2,2469,2467,99.91899554475496,97.28608748481167,4189,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI11,CP126885.1,5521142,5522879,-,False,False,1,1722,1720,99.88385598141696,84.668,1709,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI12,CP126885.1,5523473,5525430,-,False,False,3,1797,1797,100.0,91.72674847307053,2499,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI14,CP126885.1,5528778,5529946,+,False,False,2,1116,1116,100.0,99.5524686940966,2038,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI17,CP126886.1,3595461,3596216,-,False,False,1,756,756,100.0,99.60300000000001,1380,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI20,CP126886.1,3608499,3609196,+,False,False,1,749,698,93.1909212283044,98.854,1245,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI201,CP126885.1,4699288,4700657,+,False,False,3,1267,1267,100.0,98.89659653270292,2268,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI21,CP126886.1,3611808,3612601,-,False,False,1,827,794,96.00967351874245,99.37,1439,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI22,CP126885.1,4695925,4697740,-,False,False,3,1681,1681,100.0,99.28776379821959,3043,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI3,CP126885.1,5506552,5508314,+,False,False,4,1554,1519,97.74774774774775,91.36094960732983,2093,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI4,CP126885.1,5509486,5511229,-,False,False,4,1563,1563,100.0,97.443896485623,2670,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI5,CP126885.1,5515989,5517168,+,False,False,2,1128,1128,100.0,95.30160638297872,1791,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI6,CP126885.1,5512406,5513062,+,False,False,1,657,657,100.0,96.049,1070,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI7,CP126885.1,5504332,5505754,+,False,False,2,1398,1378,98.56938483547926,81.14148554913294,1095,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI8,CP126885.1,5502351,5503685,-,False,False,1,1338,1338,100.0,88.49,1615,0.0
GCA_032355295.1,Fusarium meridionale,NIV,TRI,TRI9,CP126885.1,5519781,5519912,-,False,False,1,132,132,100.0,99.242,239,3.62e-63
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI1,CM073624.1,356462,358216,+,False,False,5,1539,1539,100.0,97.2133357096565,2614,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI10,CM073625.1,5474816,5476168,+,False,False,2,1263,1263,100.0,93.91768799368089,1912,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI101,CM073625.1,4675191,4677709,+,False,False,2,2469,2469,100.0,99.59511614730879,4509,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI11,CM073625.1,5478062,5479802,-,False,False,1,1722,1722,100.0,84.162,1663,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI12,CM073625.1,5480360,5482336,-,False,False,3,1872,1872,100.0,99.9466923076923,3454,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI14,CM073625.1,5485417,5486586,+,False,False,2,1116,1116,100.0,100.0,2066,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI17,CM073626.1,3559675,3560430,-,False,False,1,756,756,100.0,99.868,1391,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI20,CM073626.1,3572746,3573446,+,False,False,1,749,701,93.59145527369826,99.857,1290,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI201,CM073625.1,4672467,4673836,+,False,False,3,1267,1267,100.0,99.6060646178093,2318,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI21,CM073626.1,3576060,3576853,-,False,False,1,827,794,96.00967351874245,99.74799999999999,1456,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI22,CM073625.1,4669101,4670919,-,False,False,3,1681,1681,100.0,100.0,3113,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI3,CM073625.1,5463787,5465554,+,False,False,4,1554,1517,97.61904761904762,92.33303014416775,2172,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI4,CM073625.1,5466508,5468249,-,False,False,4,1563,1563,100.0,100.0,2892,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI5,CM073625.1,5472962,5474148,+,False,False,2,1128,1128,100.0,100.0,2085,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI6,CM073625.1,5469418,5470074,+,False,False,1,657,657,100.0,96.499,1086,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI8,CM073625.1,5459538,5460875,-,False,False,1,1338,1338,100.0,100.0,2471,0.0
GCA_037074405.1,Fusarium graminearum,15-ADON,TRI,TRI9,CM073625.1,5476764,5476895,-,False,False,1,132,132,100.0,100.0,244,7.85e-65
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI1,CP147677.1,336530,338284,+,False,False,5,1539,1539,100.0,97.34286260531431,2625,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI10,CP147678.1,5398082,5399434,+,False,False,2,1263,1263,100.0,93.60227883096366,1890,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI101,CP147678.1,4633896,4636414,+,False,False,2,2469,2469,100.0,99.59532335087009,4509,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI11,CP147678.1,5401345,5403097,-,False,False,1,1722,1722,100.0,83.011,1552,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI12,CP147678.1,5403649,5405629,-,False,False,3,1797,1781,99.10962715637173,95.06191470258136,2803,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI14,CP147678.1,5408704,5409873,+,False,False,2,1116,1116,100.0,99.91016100178891,2060,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI17,CP147679.1,3676970,3677725,-,False,False,1,756,756,100.0,100.0,1397,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI20,CP147679.1,3690019,3690719,+,False,False,1,749,701,93.59145527369826,100.0,1295,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI201,CP147678.1,4631169,4632538,+,False,False,3,1267,1267,100.0,99.68455634357761,2323,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI21,CP147679.1,3693335,3694128,-,False,False,1,827,794,96.00967351874245,100.0,1467,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI22,CP147678.1,4627805,4629621,-,False,False,3,1681,1681,100.0,99.7626824925816,3089,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI3,CP147678.1,5387050,5388817,+,False,False,4,1554,1518,97.68339768339769,95.43364187866929,2444,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI4,CP147678.1,5389774,5391515,-,False,False,4,1563,1563,100.0,99.87222875399361,2881,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI5,CP147678.1,5396227,5397414,+,False,False,2,1128,1128,100.0,96.45386968085106,1863,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI6,CP147678.1,5392684,5393340,+,False,False,1,657,657,100.0,96.651,1092,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI8,CP147678.1,5385139,5386437,-,False,False,1,1299,1299,100.0,97.383,2211,0.0
GCA_037213105.1,Fusarium graminearum,3-ADON,TRI,TRI9,CP147678.1,5400035,5400164,-,False,False,1,132,130,98.48484848484848,99.231,235,4.7e-62
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI1,CP147672.1,347881,349634,+,False,False,5,1539,1539,100.0,97.27798250162022,2620,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI10,CP147673.1,5454375,5455727,+,False,False,2,1263,1263,100.0,93.83851658767773,1907,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI101,CP147673.1,4682767,4685285,+,False,False,2,2469,2469,100.0,99.59492391744234,4509,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI11,CP147673.1,5457611,5459351,-,False,False,1,1722,1722,100.0,84.057,1652,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI12,CP147673.1,5459909,5461885,-,False,False,3,1872,1872,100.0,99.89341506410257,3449,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI14,CP147673.1,5464976,5466144,+,False,False,2,1116,1116,100.0,97.85301431127013,1933,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI17,CP147675.1,3555354,3556109,-,False,False,1,756,756,100.0,99.471,1375,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI20,CP147675.1,3568421,3569121,+,False,False,1,749,701,93.59145527369826,100.0,1295,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI201,CP147673.1,4680040,4681409,+,False,False,3,1267,1267,100.0,99.36943104806934,2301,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI21,CP147675.1,3571748,3572541,-,False,False,1,827,794,96.00967351874245,99.622,1450,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI22,CP147673.1,4676674,4678492,-,False,False,3,1681,1681,100.0,99.82229198813057,3097,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI3,CP147673.1,5443357,5445120,+,False,False,4,1554,1517,97.61904761904762,92.26717431192661,2167,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI4,CP147673.1,5446074,5447815,-,False,False,4,1563,1563,100.0,99.93580575079874,2887,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI5,CP147673.1,5452521,5453707,+,False,False,2,1128,1128,100.0,100.0,2085,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI6,CP147673.1,5448984,5449640,+,False,False,1,657,657,100.0,96.499,1086,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI8,CP147673.1,5439173,5440510,-,False,False,1,1338,1338,100.0,99.776,2455,0.0
GCA_037255895.1,Fusarium graminearum,15-ADON,TRI,TRI9,CP147673.1,5456323,5456454,-,False,False,1,132,132,100.0,100.0,244,7.74e-65
GCA_038181435.1,Fusarium acuminatum,Not reported ,TRI ,TRI101,CP151266.1,434184,436488,+,False,False,2,2469,2278,92.26407452409883,84.25883165719283,2191,0.0
GCA_038181435.1,Fusarium acuminatum,Not reported ,TRI ,TRI21,CP151263.1,864807,865603,+,False,False,1,827,794,96.00967351874245,80.893,616,1.33e-175
GCA_038181435.1,Fusarium acuminatum,Not reported ,TRI ,TRI22,CP151266.1,428026,429753,-,False,False,3,1681,1550,92.20701963117193,87.00095752895754,1751,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI10,CP167250.1,3742016,3743355,-,False,False,2,1263,1263,100.0,91.85741501976285,1766,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI101,CP167250.1,4490950,4493449,+,False,False,2,2469,2467,99.91899554475496,90.90193732308936,3299,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI11,CP167250.1,3738467,3740191,+,False,False,1,1722,1722,100.0,86.848,1925,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI12,CP167250.1,3735991,3737890,+,False,False,1,1902,1902,100.0,81.751,1580,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI13,CP167250.1,3733427,3735251,+,False,False,2,1764,1764,100.0,90.71357078142695,2354,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI14,CP167250.1,3731431,3732356,-,False,False,1,928,926,99.78448275862068,92.549,1328,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI16,CP167249.1,62720,63945,-,False,False,1,1482,1226,82.72604588394063,88.427,1478,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI17,CP167251.1,3918855,3919606,-,False,False,1,756,756,100.0,92.19599999999998,1066,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI20,CP167251.1,3930532,3931229,+,False,False,1,749,698,93.1909212283044,87.268,797,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI201,CP167250.1,4488242,4489610,+,False,False,3,1267,1266,99.92107340173638,90.82341019607843,1692,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI21,CP167251.1,3933780,3934573,-,False,False,1,827,794,96.00967351874245,92.065,1118,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI22,CP167250.1,4484939,4486730,-,False,False,3,1681,1678,99.82153480071386,92.34430801186944,2379,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI3,CP167250.1,3752439,3754206,-,False,False,3,1560,1386,88.84615384615384,91.34808579668348,1896,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI4,CP167250.1,3749828,3751568,+,False,False,4,1563,1563,100.0,92.79799681325686,2274,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI5,CP167250.1,3744006,3745199,-,False,False,2,1134,1134,100.0,93.29782098765432,1675,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI6,CP167250.1,3748027,3748713,-,False,False,1,693,693,100.0,93.362,1020,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI7,CP167250.1,3755092,3756507,-,False,False,2,1398,1366,97.71101573676681,91.81270175438596,1907,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI8,CP167250.1,3757184,3758527,+,False,False,1,1341,1341,100.0,91.295,1831,0.0
GCA_041870755.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI9,CP167250.1,3741271,3741402,+,False,False,1,132,132,100.0,96.212,217,1.76e-56
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI1,CM100254.1,60588,62349,-,False,False,5,1536,1536,100.0,99.80702316602317,2854,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI10,CM100255.1,5869648,5870987,+,False,False,2,1263,1263,100.0,100.0,2338,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI101,CM100255.1,5063647,5066169,+,False,False,2,2469,2467,99.91899554475496,90.99360056542812,3330,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI11,CM100255.1,5872858,5874590,-,False,False,1,1722,1722,100.0,86.11,1855,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI12,CM100255.1,5875209,5877116,-,False,False,3,1800,1799,99.94444444444444,99.94455388888888,3321,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI13,CM100255.1,5877839,5879663,-,False,False,2,1764,1764,100.0,100.0,3262,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI14,CM100255.1,5880735,5881662,+,False,False,1,928,928,100.0,100.0,1714,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI17,CM100256.1,3658198,3658952,-,False,False,1,756,741,98.01587301587301,89.68299999999999,950,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI20,CM100256.1,3669525,3670225,+,False,False,1,749,698,93.1909212283044,87.179,793,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI21,CM100256.1,3672799,3673592,-,False,False,1,827,794,96.00967351874245,91.688,1101,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI22,CM100255.1,5057710,5059397,-,False,False,3,1681,1557,92.62343842950625,93.08129404228059,2285,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI3,CM100255.1,5856451,5858230,+,False,False,4,1560,1529,98.01282051282051,99.93469562377531,2822,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI4,CM100255.1,5859107,5860848,-,False,False,4,1563,1563,100.0,99.93621159974506,2894,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI5,CM100255.1,5867757,5868950,+,False,False,2,1134,1134,100.0,100.0,2096,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI6,CM100255.1,5862027,5862695,+,True,True,1,693,693,100.0,96.537,1125,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI6,CM100258.1,1112374,1113054,+,True,True,1,693,687,99.13419913419914,93.013,998,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI7,CM100255.1,5853488,5854933,+,False,False,2,1398,1398,100.0,100.0,2587,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI8,CM100255.1,5851507,5852847,-,False,False,1,1341,1341,100.0,100.0,2477,0.0
GCA_046056315.1,Fusarium poae,NIV,TRI,TRI9,CM100255.1,5871595,5871726,-,False,False,1,132,132,100.0,100.0,244,9.45e-65
GCA_047716405.1,Fusarium chlamydosporum,Not reported ,TRI,TRI101,JBLAUX010000001.1,1391522,1394039,+,False,False,2,2469,2467,99.91899554475496,86.84965832997177,2755,0.0
GCA_047716405.1,Fusarium chlamydosporum,Not reported ,TRI,TRI17,JBLAUX010000012.1,828281,829013,+,False,False,1,756,733,96.95767195767195,81.092,568,2.7800000000000002e-161
GCA_047716405.1,Fusarium chlamydosporum,Not reported ,TRI,TRI21,JBLAUX010000012.1,812763,813556,+,False,False,1,827,794,96.00967351874245,86.776,885,0.0
GCA_047716405.1,Fusarium chlamydosporum,Not reported ,TRI,TRI22,JBLAUX010000001.1,1385523,1387261,-,False,False,3,1681,1566,93.15883402736466,90.1690688791484,2074,0.0
GCA_050859235.1,Fusarium tricinctum,NP,TRI ,TRI101,CM116345.1,495224,497528,+,False,False,2,2469,2278,92.26407452409883,84.39014997813729,2208,0.0
GCA_050859235.1,Fusarium tricinctum,NP,TRI ,TRI21,CM116341.1,4178607,4179403,-,False,False,1,827,794,96.00967351874245,80.841,610,6.11e-174
GCA_050859235.1,Fusarium tricinctum,NP,TRI ,TRI22,CM116345.1,489065,490588,-,False,False,2,1681,1401,83.34324806662701,87.25044230769231,1601,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI1,CP099494.1,436937,438690,+,False,False,5,1539,1539,100.0,97.53738107582632,2642,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI10,CP099493.1,5467221,5468588,+,False,False,2,1263,1258,99.60411718131434,93.3389516256939,1865,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI101,CP099493.1,4699568,4702084,+,False,False,2,2469,2467,99.91899554475496,97.20496395301743,4178,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI11,CP099493.1,5470600,5472336,-,False,False,1,1722,1722,100.0,84.268,1670,0.0
GCA_050916195.1,Fusarium asiaticum,3-ADON,TRI,TRI12,CP099493.1,5472902,5474883,-,False,False,3,1797,1797,100.0,95.82854949944382,2906,0.0
