Genome_ID,Gene,Reference_ID,Chromosome_or_Contig,Strand,Reference_hit_group,Start,End,HSP_count,Query_length,Query_covered_bp,Combined_query_coverage,Weighted_percent_identity,Total_bitscore,Best_evalue,Total_alignment_length,Combined_query_coverage_percent,Pass_coverage_filter
GCA_001292635.1,TRI1,TRI1|F_sporotrichioides,JXCE01000207.1,+,1,10377,12233,5,1629,1629,1.0,97.00679780085524,2755,0.0,1637,100.0,True
GCA_016952355.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,CP064747.1,+,1,5865891,5866547,1,657,657,1.0,95.593,1053,0.0,658,100.0,True
GCA_016952355.1,TRI6,TRI6|Fusarium_poae,CP064747.1,+,1,5865891,5866547,2,693,664,0.9581529581529582,87.51906766917293,768,8.91e-176,665,95.81529581529583,True
GCA_016952355.1,TRI8,TRI8|Fusarium_graminearum_PH-1,CP064747.1,-,1,5856025,5857359,1,1338,1338,1.0,88.424,1609,0.0,1339,100.0,True
GCA_016952355.1,TRI8,TRI8|Fusarium_sporotrichioides,CP064747.1,-,1,5856102,5857359,1,1344,1267,0.9427083333333334,83.543,1173,0.0,1270,94.27083333333334,True
GCA_016952355.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,CP064747.1,-,1,5856096,5857359,1,1299,1261,0.970746728252502,89.038,1561,0.0,1268,97.07467282525019,True
GCA_016952355.1,TRI8,TRI8|Fusarium_poae,CP064747.1,-,1,5856102,5857359,1,1341,1264,0.9425801640566741,81.84,1050,0.0,1272,94.2580164056674,True
GCA_016952355.1,TRI11,TRI11|Fusarium_graminearum_PH-1,CP064747.1,-,1,5874646,5876276,4,1479,1428,0.9655172413793104,94.81825210084034,2230,0.0,1428,96.55172413793103,True
GCA_016952355.1,TRI11,TRI11|Fusarium_sporotrichioides,CP064747.1,-,1,5874646,5876381,1,1722,1722,1.0,85.264,1770,0.0,1744,100.0,True
GCA_016952355.1,TRI11,TRI11|Fusarium_pseudograminearum,CP064747.1,-,1,5874646,5876272,4,1479,1424,0.9628127112914131,94.8034761235955,2221,0.0,1424,96.28127112914132,True
GCA_016952355.1,TRI11,TRI11|Fusarium_poae,CP064747.1,-,1,5874868,5876272,2,1479,952,0.6436781609195402,88.02517962184874,1128,0.0,952,64.36781609195403,False
GCA_016952355.1,TRI12,TRI12|Fusarium_graminearum,CP064747.1,-,1,5876950,5878926,3,1872,1866,0.9967948717948718,91.48810385438972,2567,0.0,1868,99.67948717948718,True
GCA_016952355.1,TRI12,TRI12|Fusarium_sporotrichioides,CP064747.1,-,1,5877038,5878926,1,1902,1892,0.9947423764458465,80.2,1408,0.0,1899,99.47423764458465,True
GCA_016952355.1,TRI12,TRI12|Fusarium_pseudograminearum,CP064747.1,-,1,5877025,5878926,3,1797,1797,1.0,92.21362736373749,2546,0.0,1798,100.0,True
GCA_016952355.1,TRI12,TRI12|Fusarium_poae,CP064747.1,-,1,5878312,5878926,1,1800,615,0.3416666666666667,80.065,455,5.46e-127,617,34.166666666666664,False
GCA_016952355.1,TRI13,TRI13|Fusarium_poae,CP064747.1,-,1,5880460,5881449,1,1764,984,0.5578231292517006,82.028,832,0.0,996,55.78231292517006,False
GCA_016952355.1,TRI7,TRI7|Fusarium_poae,CP064747.1,+,1,5858015,5859437,2,1398,1378,0.9856938483547926,81.2004273318872,1100,0.0,1383,98.56938483547926,True
GCA_016952355.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,CP064747.1,+,1,5860237,5861999,4,1554,1519,0.9774774774774775,92.05709635416667,2162,0.0,1536,97.74774774774775,True
GCA_016952355.1,TRI3,TRI3|Fusarium_poae,CP064747.1,+,1,5860246,5861016,1,1560,777,0.4980769230769231,83.184,704,0.0,779,49.80769230769231,False
GCA_016952355.1,TRI4,TRI4|F_graminearum_PH-1,CP064747.1,-,1,5862981,5864722,4,1563,1557,0.9961612284069098,97.88316100064144,2699,0.0,1559,99.61612284069098,True
GCA_016952355.1,TRI4,TRI4|Fusarium_pseudograminearum,CP064747.1,-,1,5862981,5864722,4,1563,1563,1.0,97.63602236421725,2688,0.0,1565,100.0,True
GCA_016952355.1,TRI4,TRI4|Fusarium_poae,CP064747.1,-,1,5862981,5864418,2,1563,1142,0.7306461932181701,86.08892388451443,1229,0.0,1143,73.06461932181702,True
GCA_016952355.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,CP064747.1,+,1,5871330,5872679,2,1263,1252,0.9912905779889153,94.48898322683705,1931,0.0,1252,99.12905779889152,True
GCA_016952355.1,TRI10,TRI10|Fusarium_poae,CP064747.1,+,1,5871330,5871707,1,1263,378,0.2992874109263658,88.09499999999998,449,1.77e-125,378,29.928741092636578,False
GCA_016952355.1,TRI9,TRI9|F_graminearum_PH-1,CP064747.1,-,1,5873278,5873409,1,132,132,1.0,98.485,233,1.71e-61,132,100.0,True
GCA_016952355.1,TRI9,TRI9|XM_044858471.1:1-132,CP064747.1,-,1,5873278,5873409,1,132,132,1.0,87.879,156,3.8099999999999996e-38,132,100.0,True
GCA_016952355.1,TRI14,TRI14|F_graminearum_PH-1,CP064747.1,+,1,5882288,5883459,2,1116,1114,0.9982078853046595,97.75992831541218,1924,0.0,1116,99.82078853046595,True
GCA_016952355.1,TRI14,TRI14|F_poae,CP064747.1,+,1,5882532,5883459,1,928,928,1.0,86.667,1027,0.0,930,100.0,True
GCA_016952355.1,TRI17,TRI17|F_graminearum_PH-1,CP064748.1,-,1,3502522,3503274,1,756,753,0.996031746031746,98.274,1319,0.0,753,99.60317460317461,True
GCA_016952355.1,TRI20,TRI20|F_graminearum_PH-1,CP064748.1,+,1,3515850,3516550,1,749,701,0.9359145527369827,99.001,1256,0.0,701,93.59145527369826,True
GCA_016952355.1,TRI21,TRI21|F_graminearum_PH-1,CP064748.1,-,1,3519159,3519952,1,827,794,0.9600967351874244,98.363,1395,0.0,794,96.00967351874245,True
GCA_016952355.1,TRI22,TRI22|Fusarium_graminearum_PH-1,CP064747.1,-,1,5079728,5081540,3,1681,1681,1.0,98.15993234421366,2936,0.0,1685,100.0,True
GCA_016952355.1,TRI101,TRI101|Fusarium_graminearum_PH-1,CP064747.1,+,1,5085784,5088301,2,2469,2467,0.9991899554475496,96.88253846153846,4134,0.0,2470,99.91899554475496,True
GCA_016952355.1,TRI201,TRI201|Fusarium_graminearum_PH-1,CP064747.1,+,1,5083070,5084426,3,1267,1267,1.0,94.65387342767295,1955,0.0,1272,100.0,True
GCA_017656985.1,TRI1,TRI1|F_pseudograminearum_CS3096,JAGDVF010000004.1,+,1,310147,311905,5,1539,1539,1.0,96.95405508749191,2593,0.0,1543,100.0,True
GCA_017656985.1,TRI5,TRI5|Fusarium_graminearum,JAGDVF010000009.1,-,1,176751,177941,2,1128,1128,1.0,95.65610460992907,1813,0.0,1128,100.0,True
GCA_017656985.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAGDVF010000009.1,-,1,176753,177941,1,1185,1183,0.9983122362869198,85.163,1210,0.0,1193,99.83122362869197,True
GCA_017656985.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAGDVF010000009.1,-,1,176753,177941,2,1128,1126,0.99822695035461,94.67130461811722,1749,0.0,1126,99.822695035461,True
GCA_017656985.1,TRI5,TRI5|Fusarium_poae,JAGDVF010000009.1,-,1,176753,177941,2,1134,1132,0.9982363315696648,86.58454280670786,1244,0.0,1133,99.82363315696648,True
GCA_017656985.1,TRI6,TRI6|Fusarium_graminearum,JAGDVF010000009.1,-,1,180803,181459,1,657,657,1.0,96.804,1098,0.0,657,100.0,True
GCA_017656985.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JAGDVF010000009.1,-,1,180803,181459,1,657,657,1.0,95.586,1053,0.0,657,100.0,True
GCA_017656985.1,TRI6,TRI6|Fusarium_poae,JAGDVF010000009.1,-,1,180803,181459,2,693,664,0.9581529581529582,87.0679022556391,751,1.8700000000000002e-167,665,95.81529581529583,True
GCA_017656985.1,TRI8,TRI8|Fusarium_graminearum_PH-1,JAGDVF010000009.1,+,1,189921,191258,1,1338,1338,1.0,99.028,2399,0.0,1338,100.0,True
GCA_017656985.1,TRI8,TRI8|Fusarium_sporotrichioides,JAGDVF010000009.1,+,1,189921,191243,1,1344,1329,0.9888392857142857,82.063,1120,0.0,1338,98.88392857142857,True
GCA_017656985.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,JAGDVF010000009.1,+,1,189926,191180,1,1299,1249,0.9615088529638183,87.212,1421,0.0,1259,96.15088529638183,True
GCA_017656985.1,TRI8,TRI8|Fusarium_poae,JAGDVF010000009.1,+,1,189926,191258,1,1341,1336,0.9962714392244594,79.926,968,0.0,1345,99.62714392244594,True
GCA_017656985.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAGDVF010000009.1,+,1,171153,172783,4,1479,1431,0.9675456389452333,98.19064857341684,2513,0.0,1437,96.75456389452333,True
GCA_017656985.1,TRI11,TRI11|Fusarium_sporotrichioides,JAGDVF010000009.1,+,1,171048,172783,1,1722,1722,1.0,84.413,1687,0.0,1745,100.0,True
GCA_017656985.1,TRI11,TRI11|Fusarium_pseudograminearum,JAGDVF010000009.1,+,1,171157,172783,4,1479,1427,0.964841108857336,93.99842288904395,2172,0.0,1433,96.4841108857336,True
GCA_017656985.1,TRI11,TRI11|Fusarium_poae,JAGDVF010000009.1,+,1,171157,172561,2,1479,952,0.6436781609195402,86.86970273109243,1067,0.0,952,64.36781609195403,False
GCA_017656985.1,TRI12,TRI12|Fusarium_graminearum,JAGDVF010000009.1,+,1,168513,170489,3,1872,1872,1.0,99.2519610042735,3381,0.0,1872,100.0,True
GCA_017656985.1,TRI12,TRI12|Fusarium_sporotrichioides,JAGDVF010000009.1,+,1,168535,170392,1,1902,1861,0.9784437434279706,80.697,1439,0.0,1865,97.84437434279705,True
GCA_017656985.1,TRI12,TRI12|Fusarium_pseudograminearum,JAGDVF010000009.1,+,1,168513,170408,3,1797,1791,0.996661101836394,92.57794642857142,2573,0.0,1792,99.6661101836394,True
GCA_017656985.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,JAGDVF010000009.1,-,1,185483,187075,3,1554,1393,0.8963963963963963,92.03170638908828,1959,0.0,1393,89.63963963963964,True
GCA_017656985.1,TRI4,TRI4|F_graminearum_PH-1,JAGDVF010000009.1,+,1,182618,184361,4,1563,1555,0.9948816378758797,96.65574790996784,2585,0.0,1555,99.48816378758796,True
GCA_017656985.1,TRI4,TRI4|Fusarium_pseudograminearum,JAGDVF010000009.1,+,1,182618,184361,4,1563,1563,1.0,97.18872268370606,2649,0.0,1565,100.0,True
GCA_017656985.1,TRI4,TRI4|Fusarium_poae,JAGDVF010000009.1,+,1,182919,184361,2,1563,1152,0.7370441458733206,85.9501136166522,1231,0.0,1153,73.70441458733205,True
GCA_017656985.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JAGDVF010000009.1,-,1,174740,176092,2,1263,1263,1.0,94.14123594615994,1923,0.0,1263,100.0,True
GCA_017656985.1,TRI10,TRI10|Fusarium_poae,JAGDVF010000009.1,-,1,175715,176092,1,1263,378,0.2992874109263658,88.09499999999998,449,1.71e-125,378,29.928741092636578,False
GCA_017656985.1,TRI9,TRI9|F_graminearum_PH-1,JAGDVF010000009.1,+,1,174009,174138,1,132,130,0.9848484848484849,98.462,230,2.16e-60,130,98.48484848484848,True
GCA_017656985.1,TRI9,TRI9|XM_044858471.1:1-132,JAGDVF010000009.1,+,1,174009,174136,1,132,128,0.9696969696969697,88.281,154,1.33e-37,128,96.96969696969697,True
GCA_017656985.1,TRI14,TRI14|F_graminearum_PH-1,JAGDVF010000009.1,-,1,164296,165464,2,1116,1116,1.0,99.01616279069768,2005,0.0,1118,100.0,True
GCA_017656985.1,TRI14,TRI14|F_poae,JAGDVF010000009.1,-,1,164335,165222,1,928,888,0.9568965517241379,87.72499999999998,1037,0.0,888,95.6896551724138,True
GCA_017656985.1,TRI17,TRI17|F_graminearum_PH-1,JAGDVF010000008.1,+,1,1705711,1706466,1,756,756,1.0,99.074,1358,0.0,756,100.0,True
GCA_017656985.1,TRI20,TRI20|F_graminearum_PH-1,JAGDVF010000008.1,-,1,1692708,1693408,1,749,701,0.9359145527369827,99.57200000000002,1279,0.0,701,93.59145527369826,True
GCA_017656985.1,TRI21,TRI21|F_graminearum_PH-1,JAGDVF010000008.1,+,1,1689314,1690107,1,827,794,0.9600967351874244,99.874,1461,0.0,794,96.00967351874245,True
GCA_017656985.1,TRI22,TRI22|Fusarium_graminearum_PH-1,JAGDVF010000009.1,+,1,973818,975630,3,1681,1681,1.0,99.28767002967358,3042,0.0,1685,100.0,True
GCA_017656985.1,TRI101,TRI101|Fusarium_graminearum_PH-1,JAGDVF010000009.1,-,1,967027,969543,2,2469,2467,0.9991899554475496,98.86582867557716,4405,0.0,2469,99.91899554475496,True
GCA_017656985.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JAGDVF010000009.1,-,1,970901,972270,3,1267,1267,1.0,99.21169897557132,2290,0.0,1269,100.0,True
GCA_018104275.1,TRI1,TRI1|F_sporotrichioides,JAFFKB010000127.1,+,1,413844,415700,5,1629,1629,1.0,97.25105742211365,2778,0.0,1637,100.0,True
GCA_018104275.1,TRI1,TRI1|F_sporotrichioides,JAFFKB010000090.1,-,1,582528,584384,5,1629,1629,1.0,96.94554428833231,2750,0.0,1637,100.0,True
GCA_018104275.1,TRI5,TRI5|Fusarium_graminearum,JAFFKB010000014.1,+,1,4482463,4483644,2,1128,1126,0.99822695035461,87.07976637168142,1269,0.0,1130,99.822695035461,True
GCA_018104275.1,TRI5,TRI5|Fusarium_graminearum,JAFFKB010000090.1,+,1,2237848,2239029,2,1128,1126,0.99822695035461,87.09090274093721,1268,0.0,1131,99.822695035461,True
GCA_018104275.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAFFKB010000014.1,+,1,4482463,4483646,1,1185,1185,1.0,98.228,2071,0.0,1185,100.0,True
GCA_018104275.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAFFKB010000090.1,+,1,2237848,2239031,1,1185,1185,1.0,90.564,1567,0.0,1187,100.0,True
GCA_018104275.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAFFKB010000014.1,+,1,4482991,4483646,1,1128,659,0.5842198581560284,86.536,721,0.0,661,58.42198581560284,False
GCA_018104275.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAFFKB010000090.1,+,1,2237848,2239031,2,1128,1128,1.0,87.79850044208665,1316,0.0,1131,100.0,True
GCA_018104275.1,TRI5,TRI5|Fusarium_poae,JAFFKB010000090.1,+,1,2237848,2239031,2,1134,1134,1.0,90.29957407407407,1477,0.0,1134,100.0,True
GCA_018104275.1,TRI5,TRI5|Fusarium_poae,JAFFKB010000014.1,+,1,4482463,4483646,2,1134,1134,1.0,90.03496913580247,1460,0.0,1134,100.0,True
GCA_018104275.1,TRI6,TRI6|Fusarium_graminearum,JAFFKB010000014.1,+,1,4479512,4480165,1,657,657,1.0,85.54,684,0.0,657,100.0,True
GCA_018104275.1,TRI6,TRI6|Fusarium_sporotrichioides,JAFFKB010000014.1,+,1,4479512,4480165,1,657,657,1.0,92.694,944,0.0,657,100.0,True
GCA_018104275.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JAFFKB010000014.1,+,1,4479512,4480165,1,657,657,1.0,85.54,684,0.0,657,100.0,True
GCA_018104275.1,TRI6,TRI6|Fusarium_poae,JAFFKB010000014.1,+,1,4479512,4480165,2,693,664,0.9581529581529582,87.65101204819277,770,1.8199999999999999e-174,664,95.81529581529583,True
GCA_018104275.1,TRI8,TRI8|Fusarium_graminearum_PH-1,JAFFKB010000014.1,-,1,4469928,4471271,1,1338,1338,1.0,81.602,1103,0.0,1348,100.0,True
GCA_018104275.1,TRI8,TRI8|Fusarium_sporotrichioides,JAFFKB010000014.1,-,1,4469928,4471271,1,1344,1344,1.0,97.917,2327,0.0,1344,100.0,True
GCA_018104275.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,JAFFKB010000014.1,-,1,4470043,4471271,1,1299,1225,0.9430331023864511,81.818,1026,0.0,1232,94.30331023864511,True
GCA_018104275.1,TRI8,TRI8|Fusarium_poae,JAFFKB010000014.1,-,1,4469928,4471271,1,1341,1341,1.0,84.621,1332,0.0,1346,100.0,True
GCA_018104275.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAFFKB010000014.1,-,1,4491420,4493040,3,1479,1108,0.7491548343475322,86.1010785198556,1195,0.0,1108,74.91548343475321,True
GCA_018104275.1,TRI11,TRI11|Fusarium_sporotrichioides,JAFFKB010000014.1,-,1,4491420,4493141,1,1722,1722,1.0,98.664,3053,0.0,1722,100.0,True
GCA_018104275.1,TRI11,TRI11|Fusarium_pseudograminearum,JAFFKB010000014.1,-,1,4491420,4493040,3,1479,1108,0.7491548343475322,87.0150946798918,1250,0.0,1109,74.91548343475321,True
GCA_018104275.1,TRI11,TRI11|Fusarium_poae,JAFFKB010000014.1,-,1,4491638,4493043,3,1479,1271,0.8593644354293442,88.90635405192761,1567,0.0,1271,85.93644354293441,True
GCA_018104275.1,TRI12,TRI12|Fusarium_graminearum,JAFFKB010000014.1,-,1,4495064,4495660,1,1872,594,0.3173076923076923,80.936,468,1.15e-130,598,31.73076923076923,False
GCA_018104275.1,TRI12,TRI12|Fusarium_sporotrichioides,JAFFKB010000014.1,-,1,4493781,4495682,1,1902,1902,1.0,98.212,3325,0.0,1902,100.0,True
GCA_018104275.1,TRI12,TRI12|Fusarium_pseudograminearum,JAFFKB010000014.1,-,1,4493800,4494247,1,1797,448,0.2493043962159154,78.667,296,5.530000000000001e-79,450,24.930439621591542,False
GCA_018104275.1,TRI12,TRI12|Fusarium_pseudograminearum,JAFFKB010000014.1,-,2,4495065,4495671,1,1797,604,0.3361157484696717,81.908,508,6.53e-143,608,33.611574846967166,False
GCA_018104275.1,TRI13,TRI13|Fusarium_poae,JAFFKB010000014.1,-,1,4496453,4498287,2,1764,1763,0.9994331065759637,85.13498536036036,1805,0.0,1776,99.94331065759637,True
GCA_018104275.1,TRI7,TRI7|Fusarium_poae,JAFFKB010000014.1,+,1,4471926,4472775,1,1398,849,0.6072961373390557,84.841,854,0.0,851,60.72961373390557,False
GCA_018104275.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,JAFFKB010000014.1,+,1,4474109,4475431,2,1554,1258,0.8095238095238095,83.64746933962265,1185,0.0,1272,80.95238095238095,True
GCA_018104275.1,TRI3,TRI3|Fusarium_poae,JAFFKB010000014.1,+,1,4474117,4474897,1,1560,781,0.5006410256410256,84.694,778,0.0,784,50.06410256410256,False
GCA_018104275.1,TRI4,TRI4|F_graminearum_PH-1,JAFFKB010000014.1,-,1,4477132,4478391,2,1563,1174,0.7511196417146513,87.5209168081494,1355,0.0,1178,75.11196417146513,True
GCA_018104275.1,TRI4,TRI4|Fusarium_pseudograminearum,JAFFKB010000014.1,-,1,4477125,4478391,2,1563,1209,0.7735124760076776,85.84387160493827,1285,0.0,1215,77.35124760076776,True
GCA_018104275.1,TRI4,TRI4|Fusarium_poae,JAFFKB010000014.1,-,1,4476906,4478087,2,1563,1118,0.7152911068458093,88.4716764968722,1352,0.0,1119,71.52911068458093,True
GCA_018104275.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JAFFKB010000014.1,+,1,4484716,4485597,1,1263,882,0.6983372921615202,86.183,953,0.0,883,69.83372921615202,False
GCA_018104275.1,TRI10,TRI10|Fusarium_poae,JAFFKB010000014.1,+,1,4484263,4485602,2,1263,1263,1.0,88.14232648221345,1506,0.0,1265,100.0,True
GCA_018104275.1,TRI9,TRI9|XM_044858471.1:1-132,JAFFKB010000014.1,-,1,4488334,4488465,1,132,132,1.0,89.394,167,2.79e-41,132,100.0,True
GCA_018104275.1,TRI14,TRI14|F_graminearum_PH-1,JAFFKB010000014.1,+,1,4499184,4500111,1,1116,928,0.8315412186379928,85.345,961,0.0,928,83.15412186379928,True
GCA_018104275.1,TRI14,TRI14|F_poae,JAFFKB010000014.1,+,1,4499184,4500111,1,928,928,1.0,88.793,1138,0.0,928,100.0,True
GCA_018104275.1,TRI16,TRI16|TRI16_Fsporotrichioides_,JAFFKB010000127.1,-,1,428033,429514,1,1482,1482,1.0,97.841,2560,0.0,1482,100.0,True
GCA_018104275.1,TRI17,TRI17|F_graminearum_PH-1,JAFFKB010000014.1,+,1,3672689,3673450,1,756,756,1.0,91.276,1031,0.0,768,100.0,True
GCA_018104275.1,TRI20,TRI20|F_graminearum_PH-1,JAFFKB010000014.1,-,1,3661563,3662263,1,749,701,0.9359145527369827,89.444,885,0.0,701,93.59145527369826,True
GCA_018104275.1,TRI21,TRI21|F_graminearum_PH-1,JAFFKB010000014.1,+,1,3658198,3658991,1,827,794,0.9600967351874244,93.199,1168,0.0,794,96.00967351874245,True
GCA_018104275.1,TRI22,TRI22|Fusarium_graminearum_PH-1,JAFFKB010000149.1,+,1,814369,816176,3,1681,1679,0.998810232004759,92.36235287152161,2389,0.0,1689,99.88102320047591,True
GCA_018104275.1,TRI101,TRI101|Fusarium_graminearum_PH-1,JAFFKB010000149.1,-,1,807612,810123,2,2469,2468,0.9995949777237748,91.79121674080065,3427,0.0,2473,99.95949777237747,True
GCA_018104275.1,TRI201,TRI201|Fusarium_graminearum_PH-1,JAFFKB010000149.1,-,1,811485,812857,3,1267,1267,1.0,92.30140219952868,1804,0.0,1273,100.0,True
GCA_019054615.1,TRI1,TRI1|F_sporotrichioides,JAHKNR010000004.1,+,1,4738352,4740210,5,1629,1629,1.0,97.67864202810019,2816,0.0,1637,100.0,True
GCA_019054615.1,TRI5,TRI5|Fusarium_graminearum,JAHKNR010000001.1,-,1,3478026,3479208,2,1128,1126,0.99822695035461,86.37183539823009,1223,0.0,1130,99.822695035461,True
GCA_019054615.1,TRI5,TRI5|Fsporotrichioides_NRRL3299,JAHKNR010000001.1,-,1,3478024,3479208,1,1185,1185,1.0,99.916,2183,0.0,1185,100.0,True
GCA_019054615.1,TRI5,TRI5|Fusarium_pseudograminearum_CS3096,JAHKNR010000001.1,-,1,3478024,3478679,1,1128,659,0.5842198581560284,85.628,688,0.0,661,58.42198581560284,False
GCA_019054615.1,TRI5,TRI5|Fusarium_poae,JAHKNR010000001.1,-,1,3478024,3479208,2,1134,1134,1.0,89.50612962962963,1427,0.0,1134,100.0,True
GCA_019054615.1,TRI6,TRI6|Fusarium_graminearum,JAHKNR010000001.1,-,1,3481522,3482175,1,657,657,1.0,84.779,656,0.0,657,100.0,True
GCA_019054615.1,TRI6,TRI6|Fusarium_sporotrichioides,JAHKNR010000001.1,-,1,3481522,3482175,1,657,657,1.0,91.933,917,0.0,657,100.0,True
GCA_019054615.1,TRI6,TRI6|Fusarium_pseudograminearum_CS3096,JAHKNR010000001.1,-,1,3481522,3482175,1,657,657,1.0,84.779,656,0.0,657,100.0,True
GCA_019054615.1,TRI6,TRI6|Fusarium_poae,JAHKNR010000001.1,-,1,3481522,3482175,2,693,664,0.9581529581529582,86.89733734939759,742,5.429999999999999e-168,664,95.81529581529583,True
GCA_019054615.1,TRI8,TRI8|Fusarium_graminearum_PH-1,JAHKNR010000001.1,+,1,3490465,3491793,1,1338,1323,0.9887892376681614,81.961,1114,0.0,1336,98.87892376681614,True
GCA_019054615.1,TRI8,TRI8|Fusarium_sporotrichioides,JAHKNR010000001.1,+,1,3490465,3491808,1,1344,1344,1.0,99.03300000000002,2410,0.0,1344,100.0,True
GCA_019054615.1,TRI8,TRI8|Fusarium_pseudograminearum_CS3096,JAHKNR010000001.1,+,1,3490465,3491693,1,1299,1225,0.9430331023864511,81.524,1003,0.0,1234,94.30331023864511,True
GCA_019054615.1,TRI8,TRI8|Fusarium_poae,JAHKNR010000001.1,+,1,3490465,3491808,1,1341,1341,1.0,84.855,1349,0.0,1347,100.0,True
GCA_019054615.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAHKNR010000001.1,+,1,3472600,3473384,1,1479,785,0.530764029749831,87.771,918,0.0,785,53.0764029749831,False
GCA_019054615.1,TRI11,TRI11|Fusarium_graminearum_PH-1,JAHKNR010000001.1,+,2,3474068,3474220,1,1479,153,0.10344827586206896,84.314,150,2.3700000000000002e-35,153,10.344827586206897,False
GCA_019054615.1,TRI11,TRI11|Fusarium_sporotrichioides,JAHKNR010000001.1,+,1,3472499,3474220,1,1722,1722,1.0,99.71,3153,0.0,1722,100.0,True
GCA_019054615.1,TRI11,TRI11|Fusarium_pseudograminearum,JAHKNR010000001.1,+,1,3472600,3473384,1,1479,785,0.530764029749831,88.28,941,0.0,785,53.0764029749831,False
GCA_019054615.1,TRI11,TRI11|Fusarium_pseudograminearum,JAHKNR010000001.1,+,2,3474068,3474220,1,1479,153,0.10344827586206896,83.66,145,1.1e-33,153,10.344827586206897,False
GCA_019054615.1,TRI11,TRI11|Fusarium_poae,JAHKNR010000001.1,+,1,3472597,3473755,2,1479,1104,0.7464503042596349,89.49244565217391,1397,0.0,1104,74.64503042596348,True
GCA_019054615.1,TRI12,TRI12|Fusarium_graminearum,JAHKNR010000001.1,+,1,3471388,3471919,1,1872,533,0.2847222222222222,80.074,390,1.63e-107,537,28.47222222222222,False
GCA_019054615.1,TRI12,TRI12|Fusarium_sporotrichioides,JAHKNR010000001.1,+,1,3469953,3471854,1,1902,1902,1.0,99.842,3496,0.0,1902,100.0,True
GCA_019054615.1,TRI12,TRI12|Fusarium_pseudograminearum,JAHKNR010000001.1,+,1,3469964,3470570,1,1797,604,0.3361157484696717,82.19,514,8.91e-145,612,33.611574846967166,False
GCA_019054615.1,TRI13,TRI13|Fusarium_poae,JAHKNR010000001.1,+,1,3467349,3469174,2,1764,1754,0.9943310657596371,85.39881380871533,1822,0.0,1767,99.43310657596372,True
GCA_019054615.1,TRI7,TRI7|Fusarium_poae,JAHKNR010000001.1,-,1,3488951,3489802,1,1398,851,0.6087267525035766,84.174,824,0.0,853,60.87267525035765,False
GCA_019054615.1,TRI3,TRI3|Fusarium_pseudograminearum_CS3096,JAHKNR010000001.1,-,1,3486297,3487619,2,1554,1258,0.8095238095238095,83.84541134751774,1196,0.0,1269,80.95238095238095,True
GCA_019054615.1,TRI3,TRI3|Fusarium_poae,JAHKNR010000001.1,-,1,3485845,3486140,2,1560,244,0.1564102564102564,88.57142857142857,297,1.94e-36,245,15.64102564102564,False
GCA_019054615.1,TRI3,TRI3|Fusarium_poae,JAHKNR010000001.1,-,2,3486831,3487611,1,1560,781,0.5006410256410256,84.949,789,0.0,784,50.06410256410256,False
GCA_019054615.1,TRI4,TRI4|F_graminearum_PH-1,JAHKNR010000001.1,+,1,3483334,3484593,2,1563,1201,0.7683941138835573,87.3026091286307,1371,0.0,1205,76.83941138835573,True
GCA_019054615.1,TRI4,TRI4|Fusarium_pseudograminearum,JAHKNR010000001.1,+,1,3483334,3484600,2,1563,1209,0.7735124760076776,86.00838518518518,1296,0.0,1215,77.35124760076776,True
GCA_019054615.1,TRI4,TRI4|Fusarium_poae,JAHKNR010000001.1,+,1,3483635,3485076,3,1563,1311,0.8387715930902111,88.87183536585366,1614,0.0,1312,83.87715930902111,True
GCA_019054615.1,TRI10,TRI10|Fusarium_pseudograminearum_CS3096,JAHKNR010000001.1,-,1,3476074,3476952,1,1263,879,0.6959619952494062,85.34100000000001,909,0.0,880,69.59619952494062,False
GCA_019054615.1,TRI10,TRI10|Fusarium_poae,JAHKNR010000001.1,-,1,3476070,3477408,2,1263,1262,0.9992082343626286,87.42112025316456,1454,0.0,1264,99.92082343626286,True
GCA_019054615.1,TRI9,TRI9|XM_044858471.1:1-132,JAHKNR010000001.1,+,1,3475307,3475438,1,132,132,1.0,88.636,161,8.23e-40,132,100.0,True
