overall_rank,alignment_start,alignment_end,alignment_width_columns,target_length_bp,median_length_bp,min_length_bp,max_length_bp,q10_length_bp,q90_length_bp,mean_candidate_coverage,left_end_coverage,right_end_coverage,left_end_conservation,right_end_conservation,diagnostic_sites_adon,diagnostic_sites_don_niv,diagnostic_sites_t2_typeb,balanced_diagnostic_sites,total_diagnostic_sites,diagnostic_density_adon_per_kb,diagnostic_density_don_niv_per_kb,diagnostic_density_t2_typeb_per_kb,balanced_diagnostic_density_per_kb,all_contrasts_have_diagnostic_sites,within_3adon_max,within_15adon_max,between_3adon_15adon_min,margin_adon,within_don_max,within_niv_max,between_don_niv_min,margin_don_niv,within_t2_max,within_typeb_max,between_t2_typeb_min,margin_t2_typeb,positive_margin_count,balanced_margin,all_margins_positive,minimum_pair_comparable_bp,mean_pair_comparable_bp
55,8501,10606,2106,2000,2000.0,1860,2035,1977.0,2034.0,0.9458070110244066,1.0,0.9026086956521976,0.9530434782608609,0.9128053830227145,11,35,168,11,214,5.5,17.5,84.0,5.5,True,0.08374875373878365,0.05313765182186235,0.0015,-0.08224875373878365,0.09018036072144289,0.218639798488665,0.06810215322984477,-0.15053764525882024,0.1685508735868448,0.23049281314168377,0.08848245180425111,-0.14201036133743267,0,-0.15053764525882024,False,1779,1942.901185770751
56,15301,16904,1604,1500,1500.0,1436,1518,1469.0,1513.0,0.93109617261195,1.0,1.0,0.9252173913043589,0.9469565217391209,133,10,79,10,222,88.66666666666667,6.666666666666667,52.666666666666664,6.666666666666667,True,0.07171581769436998,0.007333333333333333,0.12094594594594595,0.049230128251575966,0.12660798916723087,0.22816901408450704,0.08774279973208306,-0.14042621435242397,0.19327731092436976,0.24293785310734464,0.09517045454545454,-0.14776739856189008,1,-0.14776739856189008,False,1392,1453.8142292490118
57,9001,10606,1606,1500,1500.0,1360,1535,1477.0,1534.0,0.9289349721154422,1.0,0.9026086956521976,0.9326086956521522,0.9128053830227145,10,35,137,10,182,6.666666666666667,23.333333333333332,91.33333333333333,6.666666666666667,True,0.10093582887700535,0.056910569105691054,0.0013333333333333333,-0.09960249554367201,0.10695187165775401,0.2494942683749157,0.08817635270541083,-0.16131791566950487,0.1908713692946058,0.26726519337016574,0.09520682862770848,-0.17205836474245728,0,-0.17205836474245728,False,1279,1442.901185770751
58,14901,16511,1611,1500,1500.0,1436,1518,1469.8,1513.0,0.9273473133079685,1.0,1.0,0.9013043478260988,0.9139130434782419,138,8,99,8,245,92.0,5.333333333333333,66.0,5.333333333333333,True,0.07372654155495978,0.00867244829886591,0.1250845165652468,0.05135797501028702,0.13396481732070364,0.2711267605633803,0.09249329758713137,-0.17863346297624894,0.23039215686274508,0.2867231638418079,0.11008522727272728,-0.1766379365690806,1,-0.17863346297624894,False,1391,1453.7470355731225
59,25401,27625,2225,2000,2000.0,1946,2067,1946.2,2037.0,0.8967659990229232,0.9995652173913185,1.0,0.9339130434783146,0.9626086956522341,5,23,121,5,149,2.5,11.5,60.5,2.5,True,0.08148893360160966,0.04435483870967742,0.028,-0.05348893360160967,0.08148893360160966,0.1727884117951371,0.05271084337349398,-0.12007756842164312,0.14573643410852713,0.17292846114256305,0.08787878787878788,-0.08504967326377517,0,-0.12007756842164312,False,1904,1949.901185770751
60,25501,27725,2225,2000,2000.0,1946,2067,1946.2,2037.0,0.8967855398143246,1.0,1.0,0.9369565217390118,0.9530434782608063,5,23,120,5,148,2.5,11.5,60.0,2.5,True,0.08048289738430583,0.04433249370277078,0.0275,-0.05298289738430584,0.08048289738430583,0.17330574236937402,0.05471887550200803,-0.11858686686736598,0.14418604651162792,0.17601646937725168,0.08888888888888889,-0.08712758048836279,0,-0.11858686686736598,False,1904,1949.98814229249
61,24801,27554,2754,2500,2500.0,2438,2567,2438.2,2529.0,0.9060496984622729,1.0,1.0,0.9447826086956047,0.9486956521738102,5,30,158,5,193,2.0,12.0,63.2,2.0,True,0.07800562927221552,0.04139871382636656,0.024351297405189622,-0.053654331867025895,0.07800562927221552,0.17690721649484537,0.05098354074668808,-0.12592367574815727,0.1450350226617223,0.17946611909650925,0.09021035598705501,-0.08925576310945424,0,-0.12592367574815727,False,2396,2445.411067193676
62,24901,27654,2754,2500,2500.0,2438,2567,2438.2,2529.0,0.9060496984622729,1.0,1.0,0.9213043478258988,0.9669565217391937,5,28,157,5,190,2.0,11.2,62.8,2.0,True,0.07679935665460394,0.04019292604501608,0.023552894211576848,-0.053246462443027096,0.07679935665460394,0.177319587628866,0.05058209554395825,-0.12673749208490775,0.14256283477544293,0.17741273100616017,0.0889967637540453,-0.08841596725211487,0,-0.12673749208490775,False,2396,2445.411067193676
63,25001,27754,2754,2500,2500.0,2438,2567,2438.2,2529.0,0.9060496984622729,1.0,1.0,0.9213043478258988,0.9469565217390845,5,28,150,5,183,2.0,11.2,60.0,2.0,True,0.07760353839967833,0.040594855305466235,0.023952095808383235,-0.0536514425912951,0.07760353839967833,0.1736082474226804,0.05218787635487756,-0.12142037106780285,0.14173877214668315,0.17371663244353183,0.08737864077669903,-0.0863379916668328,0,-0.12142037106780285,False,2396,2445.411067193676
64,24301,27554,3254,3000,3000.0,2938,3067,2938.2,3029.0,0.9204724619865488,1.0,1.0,0.9421739130432979,0.9486956521738102,5,39,181,5,225,1.6666666666666667,13.0,60.333333333333336,1.6666666666666667,True,0.07666555071978574,0.038834951456310676,0.022296173044925125,-0.05436937767486062,0.07666555071978574,0.172991452991453,0.053493814777666335,-0.11949763821378666,0.14485821660403142,0.17389818927229245,0.09118438761776582,-0.08271380165452663,0,-0.11949763821378666,False,2896,2945.324110671937
65,24401,27654,3254,3000,3000.0,2938,3067,2938.2,3029.0,0.9204724619865488,0.9995652173913004,1.0,0.9491304347826736,0.9669565217391937,5,39,180,5,224,1.6666666666666667,13.0,60.0,1.6666666666666667,True,0.0763307666555072,0.03783059926347506,0.021630615640599003,-0.054700151014908195,0.0763307666555072,0.17094017094017094,0.05382815112002675,-0.11711201982014419,0.14041680901947387,0.1714092140921409,0.08815612382234186,-0.08325309026979905,0,-0.11711201982014419,False,2896,2945.324110671937
66,25801,27519,1719,1500,1500.0,1451,1567,1451.2,1542.0,0.8713357108530838,0.9917391304347984,1.0,0.90391304347806,0.9243478260868505,4,19,103,4,126,2.6666666666666665,12.666666666666666,68.66666666666667,2.6666666666666665,True,0.08646112600536193,0.05185185185185185,0.032,-0.05446112600536193,0.08646112600536193,0.19361554476058293,0.053475935828877004,-0.14013960893170593,0.15347222222222223,0.19361554476058293,0.09427609427609428,-0.09933945048448865,0,-0.14013960893170593,False,1412,1454.699604743083
67,25301,27525,2225,2000,2000.0,1946,2067,1946.2,2037.0,0.8967659990229232,1.0,1.0,0.9439130434781692,0.9243478260868505,4,23,121,4,148,2.0,11.5,60.5,2.0,True,0.08048289738430583,0.04435483870967742,0.0265,-0.05398289738430584,0.08048289738430583,0.17589239524055872,0.051706827309236945,-0.12418556793132177,0.14935400516795866,0.17653113741636645,0.0893939393939394,-0.08713719802242705,0,-0.12418556793132177,False,1904,1949.901185770751
68,32901,36175,3275,3000,3000.0,2902,3031,2905.4,3020.6,0.9104148689013767,0.9304347826086814,1.0,0.9020638057592805,0.9426086956520158,4,37,197,4,238,1.3333333333333333,12.333333333333334,65.66666666666667,1.3333333333333333,True,0.05465587044534413,0.03313253012048193,0.009336445481827277,-0.045319424963516854,0.057036787040162,0.20178143199725934,0.041750167000668005,-0.16003126499659134,0.1785967399007796,0.20309278350515464,0.09928106812735364,-0.103811715377801,0,-0.16003126499659134,False,2822,2911.0
69,32901,36675,3775,3500,3500.0,3402,3531,3405.4,3520.6,0.9222458969190475,0.9304347826086814,1.0,0.9020638057592805,0.9230434782607699,4,38,232,4,274,1.1428571428571428,10.857142857142858,66.28571428571429,1.1428571428571428,True,0.05456120092378753,0.03583715596330275,0.008859674192626465,-0.04570152673116107,0.05717585908172105,0.19537876572097104,0.03777904979965655,-0.1575997159213145,0.17188440698374474,0.19648093841642228,0.09617071031862029,-0.10031022809780199,0,-0.1575997159213145,False,3322,3410.7391304347825
70,32901,37177,4277,4000,4000.0,3900,4033,3906.4,4022.2,0.9310264203880851,0.9304347826086814,1.0,0.9020638057592805,0.9430434782611701,4,38,267,4,309,1.0,9.5,66.75,1.0,True,0.051715438950555,0.03635907723169508,0.008002000500125032,-0.043713438450429964,0.05425182942215493,0.1913643331630046,0.03655483224837256,-0.15480950091463205,0.17272965192358022,0.19197341513292435,0.09772901250318959,-0.09424440262973476,0,-0.15480950091463205,False,3819,3910.102766798419
71,32901,35675,2775,2500,2500.0,2402,2531,2405.4,2520.6,0.8942890716803159,0.9304347826086814,1.0,0.9020638057592805,0.9686956521738103,3,36,165,3,204,1.2,14.4,66.0,1.2,True,0.05844155844155844,0.03294495781438329,0.010804321728691477,-0.04763723671286696,0.06090133982947625,0.21000413393964448,0.04891740176423416,-0.1610867321754103,0.18863049095607234,0.2112033195020747,0.11152416356877323,-0.09967915593330146,0,-0.1610867321754103,False,2322,2411.086956521739
72,24701,27454,2754,2500,2500.0,2438,2567,2438.2,2529.0,0.9060496984622729,1.0,1.0,0.9339130434781692,0.9226086956519793,3,31,162,3,196,1.2,12.4,64.8,1.2,True,0.07961399276236429,0.04019292604501608,0.021956087824351298,-0.057657904938013,0.07961399276236429,0.17938144329896907,0.051384985949417906,-0.12799645734955117,0.1442109600329625,0.18234086242299793,0.09101941747572816,-0.09132144494726978,0,-0.12799645734955117,False,2396,2445.411067193676
73,33401,36105,2705,2500,2500.0,2448,2536,2451.4,2510.6,0.920421120308566,0.9569565217389754,0.9995652173913185,0.9383524027458406,0.9294071146243368,3,30,157,3,190,1.2,12.0,62.8,1.2,True,0.051189036678758564,0.03577170418006431,0.008003201280512205,-0.04318583539824636,0.05265289590927501,0.2007358953393295,0.03931006819093462,-0.16142582714839487,0.17358490566037735,0.20163934426229507,0.09480997139354311,-0.10682937286875197,0,-0.16142582714839487,False,2382,2439.9367588932805
74,33501,36203,2703,2500,2500.0,2450,2547,2453.4,2508.6,0.9219546719425725,1.0,1.0,0.948695652173883,0.9539130434781691,3,30,156,3,189,1.2,12.0,62.4,1.2,True,0.050362610797743755,0.035355564483728404,0.0076,-0.04276261079774375,0.05155054369714056,0.1986161986161986,0.04014452027298274,-0.15847167834321588,0.17195325542570952,0.20032639738882088,0.09316517493897478,-0.1071612224498461,0,-0.15847167834321588,False,2393,2444.375494071146
75,33501,36706,3206,3000,3000.0,2953,3050,2956.4,3011.6,0.9341587783774701,1.0,1.0,0.948695652173883,0.9578260869564837,3,30,191,3,224,1.0,10.0,63.666666666666664,1.0,True,0.04946164199192463,0.03843582887700535,0.007326007326007326,-0.042135634665917306,0.05179952909519004,0.1912162162162162,0.036072144288577156,-0.15514407192763904,0.16557433597792343,0.1922816519972918,0.09050996285038838,-0.10177168914690342,0,-0.15514407192763904,False,2896,2947.114624505929
76,33501,37206,3706,3500,3500.0,3449,3548,3455.4,3511.6,0.9426429526736657,1.0,1.0,0.948695652173883,0.9286956521741376,3,30,230,3,263,0.8571428571428571,8.571428571428571,65.71428571428571,0.8571428571428571,True,0.04697406340057637,0.038395415472779366,0.006569551556698086,-0.040404511843878284,0.049265341400172864,0.18883747831116252,0.03392754456584244,-0.15490993374532008,0.16784452296819788,0.1899942163100058,0.0934336129592132,-0.0965606033507926,0,-0.15490993374532008,False,3390,3444.478260869565
77,33401,37108,3708,3500,3500.0,3447,3537,3453.4,3512.8,0.9415130622390784,0.9569565217389754,1.0,0.9383524027458406,0.9391304347829282,3,31,227,3,261,0.8571428571428571,8.857142857142858,64.85714285714286,0.8571428571428571,True,0.04871720957048141,0.03926626540556033,0.006857142857142857,-0.041860066713338556,0.050720461095100866,0.18856977081520163,0.03463079564968517,-0.15393897516551647,0.16779911373707534,0.18973020017406442,0.09315147997678468,-0.09657872019727974,0,-0.15393897516551647,False,3379,3440.0395256916995
78,25701,27425,1725,1500,1500.0,1446,1567,1446.2,1537.0,0.866868304977897,0.9152173913042134,1.0,0.9258049108276828,0.9417391304346165,2,19,104,2,125,1.3333333333333333,12.666666666666666,69.33333333333333,1.3333333333333333,True,0.0846774193548387,0.04983164983164983,0.028666666666666667,-0.05601075268817204,0.0846774193548387,0.19456066945606695,0.05294906166219839,-0.14161160779386855,0.15121951219512195,0.19473319473319473,0.09594594594594595,-0.09878724878724877,0,-0.14161160779386855,False,1404,1449.98814229249
79,33401,35079,1679,1500,1500.0,1444,1524,1444.0,1506.6,0.8859828572907544,0.9569565217389754,0.9895652173913185,0.9383524027458406,0.927826086956411,2,26,93,2,121,1.3333333333333333,17.333333333333332,62.0,1.3333333333333333,True,0.05166553365057784,0.029490616621983913,0.007989347536617843,-0.04367618611396,0.053778080326752895,0.20206896551724138,0.041278295605858856,-0.16079066991138252,0.18056562726613487,0.2050034746351633,0.09547038327526132,-0.10953309135990198,0,-0.16079066991138252,False,1379,1443.2727272727273
80,33501,35187,1687,1500,1500.0,1449,1545,1453.0,1505.2,0.8837916548542011,1.0,0.9108695652175811,0.948695652173883,0.9006935817803969,2,25,92,2,119,1.3333333333333333,16.666666666666668,61.333333333333336,1.3333333333333333,True,0.05398110661268556,0.030201342281879196,0.008666666666666666,-0.0453144399460189,0.055967633175994604,0.20713305898491083,0.04542418169672679,-0.16170887728818403,0.19255547602004294,0.20798898071625344,0.10370879120879122,-0.10428018950746222,0,-0.16170887728818403,False,1394,1444.695652173913
81,33401,35605,2205,2000,2000.0,1948,2036,1951.4,2010.6,0.9023957409050064,0.9569565217389754,1.0,0.9383524027458406,0.9504347826085723,2,29,128,2,159,1.0,14.5,64.0,1.0,True,0.05502271580010096,0.036701860231272,0.009004502251125562,-0.046018213548975395,0.056508577194752774,0.21017471736896198,0.0481685900652283,-0.16200612730373368,0.1856763925729443,0.21082474226804124,0.10734463276836158,-0.10348010949967966,0,-0.16200612730373368,False,1882,1940.0237154150198
82,33501,35703,2203,2000,2000.0,1950,2047,1953.4,2008.6,0.9042609879807725,1.0,1.0,0.948695652173883,0.9569565217390482,2,28,124,2,154,1.0,14.0,62.0,1.0,True,0.0549949545913219,0.03768844221105527,0.0085,-0.0464949545913219,0.05698436712052446,0.20899335717935616,0.048719236564540434,-0.16027412061481572,0.18354430379746836,0.2096360840594567,0.10674157303370786,-0.10289451102574883,0,-0.16027412061481572,False,1893,1944.4624505928855
83,33601,36303,2703,2500,2500.0,2450,2547,2453.4,2508.6,0.9219546719425725,1.0,1.0,0.9139130434780963,0.9447826086955683,2,29,159,2,190,0.8,11.6,63.6,0.8,True,0.050362610797743755,0.035355564483728404,0.0076,-0.04276261079774375,0.05155054369714056,0.1986161986161986,0.03853873946206343,-0.16007745915413518,0.17153589315525877,0.20155038759689922,0.096826688364524,-0.10472369923237522,0,-0.16007745915413518,False,2393,2444.375494071146
84,33701,36403,2703,2500,2500.0,2450,2547,2453.4,2508.6,0.9219546719425725,1.0,1.0,0.9256521739129312,0.905652173912822,2,29,158,2,189,0.8,11.6,63.2,0.8,True,0.04915390813859791,0.03495379670550422,0.0072,-0.04195390813859791,0.04993958920660491,0.19983719983719983,0.03773584905660377,-0.16210135078059607,0.17612687813021702,0.20195838433292534,0.096826688364524,-0.10513169596840134,0,-0.16210135078059607,False,2393,2444.375494071146
85,33801,36503,2703,2500,2500.0,2450,2547,2453.4,2508.6,0.9219546719425725,0.9934782608695605,1.0,0.9294685990337166,0.954347826086887,2,24,158,2,184,0.8,9.6,63.2,0.8,True,0.046736502820306204,0.03495379670550422,0.0068,-0.039936502820306204,0.04792589609343536,0.19658119658119658,0.03492573263749498,-0.1616554639437016,0.17529215358931552,0.19910240718074254,0.09438567941415785,-0.1047167277665847,0,-0.1616554639437016,False,2393,2444.375494071146
86,33701,36906,3206,3000,3000.0,2953,3049,2956.4,3011.6,0.9340502861482262,1.0,1.0,0.9256521739129312,0.927391304348057,2,29,196,2,227,0.6666666666666666,9.666666666666666,65.33333333333333,0.6666666666666666,True,0.04946164199192463,0.03877005347593583,0.006993006993006993,-0.04246863499891764,0.05146316851664985,0.1953362622507604,0.03406813627254509,-0.1612681259782153,0.17017604418363824,0.19607179139857772,0.09465855307640297,-0.10141323832217475,0,-0.1612681259782153,False,2894,2946.4308300395255
87,8401,9939,1539,1500,1500.0,1384,1509,1493.0,1501.0,0.9679068847642568,1.0,0.9252173913043862,0.9347826086956593,0.914770258980734,1,5,125,1,131,0.6666666666666666,3.3333333333333335,83.33333333333333,0.6666666666666666,True,0.060828877005347594,0.04536357571714476,0.0013333333333333333,-0.05949554367201426,0.060828877005347594,0.18733153638814015,0.02068045363575717,-0.166651082752383,0.1500672947510094,0.18838622552329506,0.08137188971082716,-0.1070143358124679,0,-0.166651082752383,False,1369,1470.1699604743083
88,33601,35289,1689,1500,1500.0,1449,1545,1453.4,1505.2,0.8827966123509613,1.0,0.9808695652173628,0.9139130434780963,0.9243478260868869,1,25,98,1,124,0.6666666666666666,16.666666666666668,65.33333333333333,0.6666666666666666,True,0.05735492577597841,0.02953020134228188,0.01,-0.047354925775978406,0.05799055967633176,0.21193415637860083,0.047428189712758854,-0.16450596666584197,0.1968503937007874,0.2128099173553719,0.1092032967032967,-0.10360662065207521,0,-0.16450596666584197,False,1394,1444.695652173913
89,25501,27214,1714,1500,1500.0,1445,1557,1446.0,1536.0,0.8722287047840861,1.0,1.0,0.9369565217390118,0.9408695652173265,1,19,96,1,116,0.6666666666666666,12.666666666666666,64.0,0.6666666666666666,True,0.08338937457969066,0.04107744107744108,0.022,-0.06138937457969066,0.08338937457969066,0.18043025676613464,0.05003335557038025,-0.1303969011957544,0.14714086471408647,0.18377253814147018,0.09330628803245436,-0.09046625010901582,0,-0.1303969011957544,False,1409,1451.509881422925
90,25401,27114,1714,1500,1500.0,1445,1557,1446.0,1536.0,0.8722033382374886,0.9995652173913185,1.0,0.9339130434783146,0.9208695652172537,1,19,95,1,115,0.6666666666666666,12.666666666666666,63.333333333333336,0.6666666666666666,True,0.08338937457969066,0.03840970350404313,0.021333333333333333,-0.06205604124635733,0.08338937457969066,0.1798611111111111,0.049366244162775186,-0.13049486694833592,0.1506276150627615,0.18377253814147018,0.09330628803245436,-0.09046625010901582,0,-0.13049486694833592,False,1409,1451.4229249011858
91,25301,27014,1714,1500,1500.0,1445,1557,1446.0,1536.0,0.8722033382374886,1.0,1.0,0.9439130434781692,0.9373913043477295,1,19,89,1,109,0.6666666666666666,12.666666666666666,59.333333333333336,0.6666666666666666,True,0.08271687962340282,0.03571428571428571,0.016,-0.06671687962340282,0.08271687962340282,0.175,0.04679144385026738,-0.12820855614973262,0.15271966527196654,0.18169209431345354,0.09465855307640297,-0.08703354123705057,0,-0.12820855614973262,False,1409,1451.4229249011858
92,35201,36716,1516,1500,1500.0,1497,1509,1500.0,1502.0,0.990076861305496,0.9808695652173628,1.0,0.9269565217390482,0.958695652173883,1,5,99,1,105,0.6666666666666666,3.3333333333333335,66.0,0.6666666666666666,True,0.04533333333333334,0.047364909939959975,0.005333333333333333,-0.04203157660662664,0.048,0.1781187458305537,0.015333333333333332,-0.16278541249722037,0.14209472981987992,0.1781187458305537,0.0758988015978695,-0.1022199442326842,0,-0.16278541249722037,False,1496,1499.4189723320158
93,35601,37102,1502,1500,1500.0,1497,1502,1499.0,1502.0,0.9989000173681514,1.0,0.9991304347826372,0.9586956521738466,0.9303557312256453,1,2,99,1,102,0.6666666666666666,1.3333333333333333,66.0,0.6666666666666666,True,0.042,0.04336224149432955,0.0033333333333333335,-0.04002890816099622,0.04466666666666667,0.1628838451268358,0.013981358189081226,-0.14890248693775457,0.15076717811874582,0.16333333333333333,0.07476635514018691,-0.08856697819314642,0,-0.14890248693775457,False,1493,1499.0158102766798
94,35001,36529,1529,1500,1500.0,1498,1514,1499.0,1514.0,0.9837347513293828,0.9895652173913185,1.0,0.9230434782607335,0.9373913043477295,1,5,93,1,99,0.6666666666666666,3.3333333333333335,62.0,0.6666666666666666,True,0.04269513008672448,0.04138851802403204,0.0066711140760507,-0.03602401601067378,0.04469646430953969,0.18090787716955942,0.01801200800533689,-0.16289586916422252,0.15384615384615385,0.18090787716955942,0.08586525759577279,-0.09504261957378662,0,-0.16289586916422252,False,1491,1498.5770750988142
95,24901,27138,2238,2000,2000.0,1932,2060,1933.0,2023.0,0.8891479193378691,1.0,1.0,0.9213043478258988,0.9091304347824917,1,25,131,1,157,0.5,12.5,65.5,0.5,True,0.07925290257445734,0.03530005042864347,0.018,-0.06125290257445734,0.07925290257445734,0.1842241826673586,0.04716507777220271,-0.13705910489515588,0.14731910463300366,0.18766200103680664,0.09409969481180061,-0.09356230622500603,0,-0.13705910489515588,False,1895,1941.9328063241107
96,25001,27248,2248,2000,2000.0,1938,2066,1939.0,2029.0,0.8874748568775618,1.0,0.9513043478260806,0.9213043478258988,0.9268913043477369,1,25,130,1,156,0.5,12.5,65.0,0.5,True,0.0790135883241067,0.038712921065862244,0.018943170488534396,-0.0600704178355723,0.0790135883241067,0.18181818181818182,0.048719236564540434,-0.13309894525364138,0.14374675661650232,0.18294573643410852,0.0922920892494929,-0.09065364718461562,0,-0.13309894525364138,False,1896,1945.9407114624505
97,33701,35903,2203,2000,2000.0,1950,2047,1953.4,2008.6,0.9042609879807725,1.0,1.0,0.9256521739129312,0.9334782608692694,1,27,127,1,155,0.5,13.5,63.5,0.5,True,0.05751765893037336,0.035678391959798994,0.0085,-0.04901765893037336,0.05799293998991427,0.21359223300970873,0.045203415369161226,-0.1683888176405475,0.19040084388185655,0.21476166068682725,0.10520939734422881,-0.10955226334259845,0,-0.1683888176405475,False,1893,1944.4624505928855
98,34301,36456,2156,2000,2000.0,1976,2034,1982.0,2023.2,0.9287327579252553,0.936521739130294,1.0,0.9420115506156072,0.9313043478259715,1,16,138,1,155,0.5,8.0,69.0,0.5,True,0.04602301150575288,0.03662819869543402,0.0055,-0.04052301150575288,0.04702351175587794,0.20827029752899648,0.031108881083793276,-0.1771614164452032,0.17357512953367876,0.21068548387096775,0.09969635627530364,-0.11098912759566411,0,-0.1771614164452032,False,1927,1969.399209486166
99,24801,27038,2238,2000,2000.0,1932,2060,1933.0,2023.0,0.8891479193378691,1.0,1.0,0.9447826086956047,0.9491304347824916,1,26,127,1,154,0.5,13.0,63.5,0.5,True,0.07874810701665826,0.03328290468986384,0.0145,-0.06424810701665826,0.07874810701665826,0.1785158277114686,0.0481685900652283,-0.1303472376462403,0.14575741801145237,0.18506998444790046,0.0935910478128179,-0.09147893663508255,0,-0.1303472376462403,False,1895,1941.9328063241107
100,33801,36003,2203,2000,2000.0,1950,2047,1953.4,2008.6,0.9042609879807725,0.9934782608695605,1.0,0.9294685990337166,0.9582608695651288,1,22,126,1,149,0.5,11.0,63.0,0.5,True,0.05348133198789102,0.035678391959798994,0.008,-0.04548133198789102,0.05446293494704992,0.2110373019928462,0.04118533400301356,-0.16985196798983265,0.19040084388185655,0.21168631471040492,0.10265577119509704,-0.10903054351530787,0,-0.16985196798983265,False,1893,1944.4624505928855
101,35201,37218,2018,2000,2000.0,1994,2011,1996.2,2002.8,0.9911880036195976,0.9808695652173628,0.9873913043478023,0.9269565217390482,0.9213677536234173,1,5,138,1,144,0.5,2.5,69.0,0.5,True,0.0415,0.04452226113056528,0.0045,-0.040022261130565284,0.04452226113056528,0.17826740110165248,0.014985014985014986,-0.1632823861166375,0.154039136979428,0.17826740110165248,0.08608608608608609,-0.0921813150155664,0,-0.1632823861166375,False,1988,1996.5454545454545
102,34301,36956,2656,2500,2500.0,2474,2533,2482.0,2523.2,0.9419689628077146,0.936521739130294,1.0,0.9420115506156072,0.9278260869566293,1,16,179,1,196,0.4,6.4,71.6,0.4,True,0.04771451483560545,0.04131568391496189,0.0056,-0.04211451483560545,0.04971932638331997,0.20362903225806453,0.02807862013638187,-0.17555041212168265,0.16762767710049423,0.20362903225806453,0.09745248685806712,-0.10617654539999741,0,-0.17555041212168265,False,2425,2468.4545454545455
103,24401,27138,2738,2500,2500.0,2432,2560,2433.0,2523.0,0.909375297741885,0.9995652173913004,1.0,0.9491304347826736,0.9091304347824917,1,36,154,1,191,0.4,14.4,61.6,0.4,True,0.07819427650141073,0.033440773569701855,0.0168,-0.06139427650141073,0.07819427650141073,0.17511330861145447,0.05174488567990373,-0.12336842293155073,0.14415530772408097,0.17620605069501227,0.09124087591240876,-0.08496517478260351,0,-0.12336842293155073,False,2394,2441.8458498023715
104,24301,27038,2738,2500,2500.0,2432,2560,2433.0,2523.0,0.909375297741885,1.0,1.0,0.9421739130432979,0.9491304347824916,1,35,150,1,186,0.4,14.0,60.0,0.4,True,0.0769850866586054,0.031829170024174055,0.014,-0.0629850866586054,0.0769850866586054,0.1734651833539349,0.05174488567990373,-0.12172029767403117,0.14539446509706733,0.1753808151502676,0.09407948094079481,-0.08130133420947279,0,-0.12172029767403117,False,2394,2441.8458498023715
105,24601,26838,2238,2000,2000.0,1932,2060,1933.0,2023.0,0.8891479193378691,1.0,1.0,0.9347826086956047,0.9273913043476932,0,29,126,0,155,0.0,14.5,63.0,0.0,False,0.08278647147905098,0.030257186081694403,0.012,-0.07078647147905098,0.08278647147905098,0.1800726517903477,0.0481685900652283,-0.1319040617251194,0.14888079125455492,0.1871435977190254,0.09460834181078331,-0.09253525590824208,0,-0.1319040617251194,False,1895,1941.9328063241107
106,24701,26938,2238,2000,2000.0,1932,2060,1933.0,2023.0,0.8891479193378691,1.0,1.0,0.9339130434781692,0.9443478260868505,0,27,125,0,152,0.0,13.5,62.5,0.0,False,0.0812720848056537,0.03277861825516894,0.014,-0.0672720848056537,0.0812720848056537,0.1774779449922159,0.04917210235825389,-0.128305842633962,0.15096304008328995,0.1855883877656817,0.09562563580874874,-0.08996275195693297,0,-0.128305842633962,False,1895,1941.9328063241107
107,34301,35956,1656,1500,1500.0,1476,1534,1482.0,1523.2,0.9072411258138398,0.936521739130294,1.0,0.9420115506156072,0.9408695652171446,0,14,108,0,122,0.0,9.333333333333334,72.0,0.0,False,0.05537024683122081,0.039491298527443104,0.007333333333333333,-0.04803691349788748,0.05670446964643095,0.2306136210384356,0.036838580040187544,-0.19377504099824805,0.1944055944055944,0.23247978436657682,0.11246612466124661,-0.1200136597053302,0,-0.19377504099824805,False,1427,1469.4861660079052
108,25101,26838,1738,1500,1500.0,1432,1560,1433.0,1523.0,0.857257217191111,0.9721739130435162,1.0,0.9439130434781692,0.9273913043476932,0,22,96,0,118,0.0,14.666666666666666,64.0,0.0,False,0.08710330857528698,0.03169251517194875,0.012,-0.07510330857528698,0.08710330857528698,0.18710581639803783,0.04956463496316142,-0.13754118143487643,0.1534130893736805,0.19244226731980407,0.09754433833560709,-0.09489792898419698,0,-0.13754118143487643,False,1395,1441.9328063241107
109,25001,26738,1738,1500,1500.0,1432,1560,1433.0,1523.0,0.857257217191111,1.0,1.0,0.9213043478258988,0.9199999999998181,0,22,96,0,118,0.0,14.666666666666666,64.0,0.0,False,0.08912896691424713,0.028320971004720162,0.010666666666666666,-0.07846230024758045,0.08912896691424713,0.1920112123335669,0.04956463496316142,-0.1424465773704055,0.16045038705137227,0.1994401679496151,0.10163710777626193,-0.09780306017335318,0,-0.1424465773704055,False,1395,1441.9328063241107
110,24301,25837,1537,1500,1500.0,1489,1527,1489.0,1507.0,0.9755311023733108,1.0,0.9921739130434798,0.9421739130432979,0.9186931095853288,0,20,80,0,100,0.0,13.333333333333334,53.333333333333336,0.0,False,0.06947227788911156,0.026595744680851064,0.009953550099535502,-0.05951872778957606,0.06947227788911156,0.15746971736204576,0.047428189712758854,-0.1100415276492869,0.13901947615849564,0.1595959595959596,0.08596373404969779,-0.07363222554626181,0,-0.1100415276492869,False,1485,1492.6245059288538
